Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,delivery_days,order_month,order_year,profit_margin,is_profitable,is_discounted
2014-09-08,2014-09-12,Standard Class,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Storage,275.928,3,0.2,-58.6347,4,2014-09,2014,-0.21249,0,1
2014-09-08,2014-09-12,Standard Class,Consumer,United States,San Antonio,Texas,Central,Furniture,Chairs,1740.06,9,0.3,-24.858,4,2014-09,2014,-0.01429,0,1
2014-09-08,2014-09-12,Standard Class,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Art,32.064,6,0.2,6.8136,4,2014-09,2014,0.21243,1,1
2014-09-08,2014-09-12,Standard Class,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Appliances,177.98,5,0.8,-453.849,4,2014-09,2014,-2.54986,0,1
2014-09-08,2014-09-12,Standard Class,Consumer,United States,San Antonio,Texas,Central,Technology,Phones,143.976,3,0.2,8.9985,4,2014-09,2014,0.0625,1,1
2014-08-05,2014-08-09,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,20.94,3,0,9.8418,4,2014-08,2014,0.46978,1,0
2014-08-05,2014-08-09,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,110.96,2,0,53.2608,4,2014-08,2014,0.47996,1,0
2014-08-05,2014-08-09,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,340.144,7,0.2,21.259,4,2014-08,2014,0.0625,1,1
2014-09-14,2014-09-19,Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Appliances,52.448,2,0.8,-131.12,5,2014-09,2014,-2.49952,0,1
2014-09-14,2014-09-19,Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Labels,20.16,4,0.2,6.552,5,2014-09,2014,0.32484,1,1
2017-04-21,2017-04-25,Second Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Appliances,97.264,4,0.8,-243.16,4,2017-04,2017,-2.49974,0,1
2015-11-21,2015-11-23,Second Class,Consumer,United States,Newark,Ohio,East,Furniture,Chairs,396.802,7,0.3,-11.3372,2,2015-11,2015,-0.02857,0,1
2015-11-21,2015-11-23,Second Class,Consumer,United States,Newark,Ohio,East,Office Supplies,Supplies,15.88,5,0.2,-3.7715,2,2015-11,2015,-0.23735,0,1
2015-12-15,2015-12-19,Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Art,3.28,1,0,1.4104,4,2015-12,2015,0.42869,1,0
2014-12-05,2014-12-09,Second Class,Corporate,United States,Decatur,Illinois,Central,Office Supplies,Storage,24.816,2,0.2,1.8612,4,2014-12,2014,0.07497,1,1
2014-12-05,2014-12-09,Second Class,Corporate,United States,Decatur,Illinois,Central,Technology,Accessories,408.744,7,0.2,76.6395,4,2014-12,2014,0.1875,1,1
2014-11-19,2014-11-24,Second Class,Home Office,United States,Monroe,Louisiana,South,Technology,Phones,503.96,4,0,131.0296,5,2014-11,2014,0.25999,1,0
2014-11-19,2014-11-24,Second Class,Home Office,United States,Monroe,Louisiana,South,Technology,Phones,149.95,5,0,41.986,5,2014-11,2014,0.27998,1,0
2014-11-19,2014-11-24,Second Class,Home Office,United States,Monroe,Louisiana,South,Technology,Accessories,29,2,0,7.25,5,2014-11,2014,0.24991,1,0
2016-11-28,2016-12-02,Standard Class,Consumer,United States,Fairfield,Connecticut,East,Office Supplies,Binders,7.16,2,0,3.4368,4,2016-11,2016,0.47933,1,0
2014-08-26,2014-08-30,Standard Class,Home Office,United States,Los Angeles,California,West,Technology,Accessories,176.8,8,0,22.984,4,2014-08,2014,0.12999,1,0
2016-07-16,2016-07-22,Standard Class,Corporate,United States,Grand Prairie,Texas,Central,Office Supplies,Storage,37.224,3,0.2,3.7224,6,2016-07,2016,0.09997,1,1
2016-07-16,2016-07-22,Standard Class,Corporate,United States,Grand Prairie,Texas,Central,Office Supplies,Paper,20.016,3,0.2,6.255,6,2016-07,2016,0.31234,1,1
2015-10-12,2015-10-14,First Class,Home Office,United States,New York City,New York,East,Furniture,Bookcases,899.136,4,0.2,112.392,2,2015-10,2015,0.125,1,1
2015-10-12,2015-10-14,First Class,Home Office,United States,New York City,New York,East,Technology,Phones,71.76,6,0,20.0928,2,2015-10,2015,0.27996,1,0
2015-10-12,2015-10-14,First Class,Home Office,United States,New York City,New York,East,Office Supplies,Paper,51.84,8,0,24.8832,2,2015-10,2015,0.47991,1,0
2015-10-12,2015-10-14,First Class,Home Office,United States,New York City,New York,East,Furniture,Bookcases,626.352,3,0.2,46.9764,2,2015-10,2015,0.075,1,1
2015-10-12,2015-10-14,First Class,Home Office,United States,New York City,New York,East,Office Supplies,Art,19.9,5,0,6.567,2,2015-10,2015,0.32983,1,0
2015-10-31,2015-11-06,Standard Class,Corporate,United States,Redlands,California,West,Office Supplies,Envelopes,14.28,7,0,6.7116,6,2015-10,2015,0.46967,1,0
2014-03-21,2014-03-25,Standard Class,Consumer,United States,Hamilton,Ohio,East,Office Supplies,Art,7.408,2,0.2,1.2038,4,2014-03,2014,0.16228,1,1
2014-03-21,2014-03-25,Standard Class,Consumer,United States,Hamilton,Ohio,East,Office Supplies,Art,6.048,3,0.2,1.5876,4,2014-03,2014,0.26207,1,1
2017-11-06,2017-11-13,Standard Class,Home Office,United States,Westfield,New Jersey,East,Office Supplies,Storage,46.26,3,0,12.0276,7,2017-11,2017,0.25994,1,0
2017-07-06,2017-07-13,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.946,2,0.7,-2.2586,7,2017-07,2017,-0.76407,0,1
2017-07-06,2017-07-13,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,16.056,3,0.2,5.8203,7,2017-07,2017,0.36227,1,1
2017-06-24,2017-06-29,Standard Class,Consumer,United States,Akron,Ohio,East,Office Supplies,Paper,21.744,3,0.2,6.795,5,2017-06,2017,0.31236,1,1
2014-08-03,2014-08-05,First Class,Consumer,United States,Denver,Colorado,West,Furniture,Tables,218.75,2,0.5,-161.875,2,2014-08,2014,-0.73997,0,1
2014-08-03,2014-08-05,First Class,Consumer,United States,Denver,Colorado,West,Office Supplies,Appliances,2.6,1,0.2,0.2925,2,2014-08,2014,0.11207,1,1
2017-12-17,2017-12-21,Second Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Appliances,66.284,2,0.8,-178.9668,4,2017-12,2017,-2.69959,0,1
2017-06-03,2017-06-07,Standard Class,Corporate,United States,Franklin,Tennessee,South,Furniture,Furnishings,35.168,7,0.2,9.6712,4,2017-06,2017,0.27492,1,1
2017-12-09,2017-12-14,Standard Class,Consumer,United States,Whittier,California,West,Technology,Phones,444.768,4,0.2,44.4768,5,2017-12,2017,0.1,1,1
2017-12-01,2017-12-07,Standard Class,Consumer,United States,Saginaw,Michigan,Central,Office Supplies,Storage,83.92,4,0,5.8744,6,2017-12,2017,0.06999,1,0
2017-12-01,2017-12-07,Standard Class,Consumer,United States,Saginaw,Michigan,Central,Technology,Phones,131.98,2,0,35.6346,6,2017-12,2017,0.26998,1,0
2017-12-01,2017-12-07,Standard Class,Consumer,United States,Saginaw,Michigan,Central,Office Supplies,Binders,15.92,4,0,7.4824,6,2017-12,2017,0.4697,1,0
2017-12-01,2017-12-07,Standard Class,Consumer,United States,Saginaw,Michigan,Central,Office Supplies,Fasteners,52.29,9,0,16.2099,6,2017-12,2017,0.30994,1,0
2017-12-01,2017-12-07,Standard Class,Consumer,United States,Saginaw,Michigan,Central,Office Supplies,Storage,91.99,1,0,3.6796,6,2017-12,2017,0.04,1,0
2015-02-09,2015-02-13,Second Class,Corporate,United States,Dallas,Texas,Central,Technology,Accessories,20.8,2,0.2,6.5,4,2015-02,2015,0.31235,1,1
2015-01-02,2015-01-09,Standard Class,Corporate,United States,Medina,Ohio,East,Office Supplies,Labels,23.68,2,0.2,8.88,7,2015-01,2015,0.37484,1,1
2015-01-02,2015-01-09,Standard Class,Corporate,United States,Medina,Ohio,East,Furniture,Bookcases,452.45,5,0.5,-244.323,7,2015-01,2015,-0.53999,0,1
2015-01-02,2015-01-09,Standard Class,Corporate,United States,Medina,Ohio,East,Technology,Phones,62.982,3,0.4,-14.6958,7,2015-01,2015,-0.2333,0,1
2015-01-02,2015-01-09,Standard Class,Corporate,United States,Medina,Ohio,East,Technology,Machines,1188,9,0.7,-950.4,7,2015-01,2015,-0.79999,0,1
2015-01-02,2015-01-09,Standard Class,Corporate,United States,Medina,Ohio,East,Technology,Accessories,89.584,2,0.2,4.4792,7,2015-01,2015,0.04999,1,1
2016-10-28,2016-11-01,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Storage,93.06,6,0,26.0568,4,2016-10,2016,0.27997,1,0
2016-10-28,2016-11-01,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,302.376,3,0.2,22.6782,4,2016-10,2016,0.075,1,1
2015-12-24,2015-12-27,First Class,Consumer,United States,Dublin,Ohio,East,Office Supplies,Fasteners,5.584,2,0.2,1.8148,3,2015-12,2015,0.32442,1,1
2015-12-24,2015-12-27,First Class,Consumer,United States,Dublin,Ohio,East,Office Supplies,Paper,22.704,6,0.2,8.2302,3,2015-12,2015,0.36234,1,1
2015-12-24,2015-12-27,First Class,Consumer,United States,Dublin,Ohio,East,Office Supplies,Binders,19.776,4,0.7,-13.8432,3,2015-12,2015,-0.69965,0,1
2015-12-24,2015-12-27,First Class,Consumer,United States,Dublin,Ohio,East,Furniture,Furnishings,72.704,4,0.2,19.0848,3,2015-12,2015,0.26246,1,1
2015-12-24,2015-12-27,First Class,Consumer,United States,Dublin,Ohio,East,Technology,Machines,479.988,4,0.7,-383.9904,3,2015-12,2015,-0.79998,0,1
2015-12-24,2015-12-27,First Class,Consumer,United States,Dublin,Ohio,East,Office Supplies,Art,27.168,2,0.2,2.7168,3,2015-12,2015,0.09996,1,1
2015-08-09,2015-08-16,Standard Class,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Art,2.2,1,0,0.968,7,2015-08,2015,0.43801,1,0
2015-08-09,2015-08-16,Standard Class,Corporate,United States,Detroit,Michigan,Central,Furniture,Tables,622.45,5,0,136.939,7,2015-08,2015,0.22,1,0
2015-08-09,2015-08-16,Standard Class,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Storage,21.98,1,0,0.2198,7,2015-08,2015,0.01,1,0
2015-02-28,2015-03-04,Standard Class,Consumer,United States,Columbia,Tennessee,South,Furniture,Chairs,161.568,2,0.2,-28.2744,4,2015-02,2015,-0.17499,0,1
2015-02-28,2015-03-04,Standard Class,Consumer,United States,Columbia,Tennessee,South,Furniture,Chairs,389.696,8,0.2,43.8408,4,2015-02,2015,0.1125,1,1
2014-09-13,2014-09-17,Standard Class,Corporate,United States,Charlotte,North Carolina,South,Office Supplies,Binders,18.648,7,0.7,-12.432,4,2014-09,2014,-0.66631,0,1
2017-04-07,2017-04-12,Standard Class,Home Office,United States,Tampa,Florida,South,Furniture,Tables,233.86,2,0.45,-102.048,5,2017-04,2017,-0.43634,0,1
2017-04-07,2017-04-12,Standard Class,Home Office,United States,Tampa,Florida,South,Furniture,Tables,620.6145,3,0.45,-248.2458,5,2017-04,2017,-0.39999,0,1
2017-04-07,2017-04-12,Standard Class,Home Office,United States,Tampa,Florida,South,Office Supplies,Binders,5.328,2,0.7,-3.552,5,2017-04,2017,-0.66542,0,1
2017-04-07,2017-04-12,Standard Class,Home Office,United States,Tampa,Florida,South,Furniture,Furnishings,258.072,3,0.2,0,5,2017-04,2017,0,0,1
2017-04-07,2017-04-12,Standard Class,Home Office,United States,Tampa,Florida,South,Technology,Accessories,617.976,3,0.2,-7.7247,5,2017-04,2017,-0.0125,0,1
2017-11-12,2017-11-16,Standard Class,Corporate,United States,Santa Clara,California,West,Office Supplies,Paper,10.56,2,0,4.752,4,2017-11,2017,0.44957,1,0
2016-06-04,2016-06-09,Second Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,25.92,5,0.2,9.396,5,2016-06,2016,0.36236,1,1
2016-06-04,2016-06-09,Second Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,419.68,5,0.6,-356.728,5,2016-06,2016,-0.84998,0,1
2016-06-04,2016-06-09,Second Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,11.688,3,0.6,-4.6752,5,2016-06,2016,-0.39966,0,1
2016-06-04,2016-06-09,Second Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,31.984,2,0.2,11.1944,5,2016-06,2016,0.34989,1,1
2016-06-04,2016-06-09,Second Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Tables,177.225,5,0.5,-120.513,5,2016-06,2016,-0.67996,0,1
2016-06-04,2016-06-09,Second Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,4.044,3,0.6,-2.8308,5,2016-06,2016,-0.69827,0,1
2016-06-04,2016-06-09,Second Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Art,7.408,2,0.2,1.2038,5,2016-06,2016,0.16228,1,1
2014-06-01,2014-06-06,Second Class,Home Office,United States,Lakeville,Minnesota,Central,Furniture,Chairs,2001.86,7,0,580.5394,5,2014-06,2014,0.29,1,0
2014-06-01,2014-06-06,Second Class,Home Office,United States,Lakeville,Minnesota,Central,Office Supplies,Storage,166.72,2,0,41.68,5,2014-06,2014,0.24999,1,0
2014-06-01,2014-06-06,Second Class,Home Office,United States,Lakeville,Minnesota,Central,Office Supplies,Paper,47.88,6,0,23.94,5,2014-06,2014,0.4999,1,0
2014-06-01,2014-06-06,Second Class,Home Office,United States,Lakeville,Minnesota,Central,Office Supplies,Appliances,1503.25,5,0,496.0725,5,2014-06,2014,0.33,1,0
2014-06-01,2014-06-06,Second Class,Home Office,United States,Lakeville,Minnesota,Central,Office Supplies,Paper,25.92,4,0,12.4416,5,2014-06,2014,0.47981,1,0
2016-12-10,2016-12-15,Second Class,Consumer,United States,San Francisco,California,West,Furniture,Chairs,321.568,2,0.2,28.1372,5,2016-12,2016,0.0875,1,1
2016-09-11,2016-09-17,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Paper,7.61,1,0,3.5767,6,2016-09,2016,0.46938,1,0
2016-09-11,2016-09-17,Standard Class,Consumer,United States,San Diego,California,West,Technology,Accessories,3347.37,13,0,636.0003,6,2016-09,2016,0.19,1,0
2016-12-10,2016-12-13,First Class,Consumer,United States,New York City,New York,East,Office Supplies,Storage,80.58,6,0,22.5624,3,2016-12,2016,0.27997,1,0
2016-12-10,2016-12-13,First Class,Consumer,United States,New York City,New York,East,Office Supplies,Envelopes,361.92,4,0,162.864,3,2016-12,2016,0.44999,1,0
2015-11-28,2015-12-04,Standard Class,Corporate,United States,Chicago,Illinois,Central,Furniture,Furnishings,12.132,9,0.6,-8.4924,6,2015-11,2015,-0.69942,0,1
2015-11-28,2015-12-04,Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Storage,82.368,2,0.2,-19.5624,6,2015-11,2015,-0.23747,0,1
2015-11-28,2015-12-04,Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Storage,53.92,5,0.2,4.044,6,2015-11,2015,0.07499,1,1
2015-11-28,2015-12-04,Standard Class,Corporate,United States,Chicago,Illinois,Central,Technology,Phones,647.904,6,0.2,56.6916,6,2015-11,2015,0.0875,1,1
2017-12-01,2017-12-03,Second Class,Consumer,United States,New York City,New York,East,Technology,Accessories,20.37,3,0,6.9258,2,2017-12,2017,0.33983,1,0
2017-12-01,2017-12-03,Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Storage,221.55,3,0,6.6465,2,2017-12,2017,0.03,1,0
2017-12-01,2017-12-03,Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,17.52,5,0.2,6.132,2,2017-12,2017,0.3498,1,1
2017-06-08,2017-06-12,Standard Class,Corporate,United States,Pasadena,Texas,Central,Office Supplies,Appliances,1.624,2,0.8,-4.466,4,2017-06,2017,-2.73317,0,1
2014-09-19,2014-09-21,Second Class,Corporate,United States,Houston,Texas,Central,Technology,Machines,3059.982,3,0.4,-509.997,2,2014-09,2014,-0.16667,0,1
2014-09-19,2014-09-21,Second Class,Corporate,United States,Houston,Texas,Central,Technology,Machines,2519.958,7,0.4,-251.9958,2,2014-09,2014,-0.1,0,1
2016-06-06,2016-06-13,Standard Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,328.224,4,0.2,28.7196,7,2016-06,2016,0.0875,1,1
2015-11-10,2015-11-15,Standard Class,Consumer,United States,Brentwood,California,West,Technology,Accessories,79.9,2,0,35.156,5,2015-11,2015,0.43994,1,0
2017-06-16,2017-06-20,Standard Class,Corporate,United States,Chapel Hill,North Carolina,South,Office Supplies,Art,14.016,3,0.2,4.7304,4,2017-06,2017,0.33726,1,1
2016-01-22,2016-01-28,Standard Class,Consumer,United States,Morristown,New Jersey,East,Office Supplies,Fasteners,7.56,6,0,0.3024,6,2016-01,2016,0.03995,1,0
2017-12-09,2017-12-13,Standard Class,Corporate,United States,Cincinnati,Ohio,East,Office Supplies,Storage,37.208,1,0.2,-7.4416,4,2017-12,2017,-0.19995,0,1
2017-12-09,2017-12-13,Standard Class,Corporate,United States,Cincinnati,Ohio,East,Office Supplies,Envelopes,57.576,3,0.2,21.591,4,2017-12,2017,0.37493,1,1
2017-12-28,2018-01-02,Second Class,Corporate,United States,San Francisco,California,West,Office Supplies,Storage,725.84,4,0,210.4936,5,2017-12,2017,0.29,1,0
2015-07-30,2015-07-31,First Class,Consumer,United States,San Francisco,California,West,Technology,Accessories,209.93,7,0,92.3692,1,2015-07,2015,0.43998,1,0
2015-07-30,2015-07-31,First Class,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,5.28,3,0,2.3232,1,2015-07,2015,0.43917,1,0
2015-07-30,2015-07-31,First Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,10.92,3,0.2,4.095,1,2015-07,2015,0.37466,1,1
2017-09-16,2017-09-17,First Class,Corporate,United States,Inglewood,California,West,Office Supplies,Paper,8.82,2,0,4.0572,1,2017-09,2017,0.45948,1,0
2017-09-16,2017-09-17,First Class,Corporate,United States,Inglewood,California,West,Office Supplies,Art,5.98,1,0,1.5548,1,2017-09,2017,0.25957,1,0
2017-10-13,2017-10-17,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,11.648,2,0.2,4.0768,4,2017-10,2017,0.3497,1,1
2017-10-13,2017-10-17,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,18.176,4,0.2,5.9072,4,2017-10,2017,0.32482,1,1
2017-10-13,2017-10-17,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,59.712,6,0.2,5.9712,4,2017-10,2017,0.09998,1,1
2017-10-13,2017-10-17,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Labels,24.84,3,0.2,8.694,4,2017-10,2017,0.34986,1,1
2015-09-26,2015-09-28,Second Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,2.08,5,0.8,-3.432,2,2015-09,2015,-1.64211,0,1
2015-09-26,2015-09-28,Second Class,Consumer,United States,Houston,Texas,Central,Technology,Phones,1114.4,7,0.2,376.11,2,2015-09,2015,0.3375,1,1
2015-11-02,2015-11-06,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Tables,1038.84,5,0.2,51.942,4,2015-11,2015,0.05,1,1
2015-09-26,2015-10-02,Standard Class,Consumer,United States,Portland,Oregon,West,Office Supplies,Paper,141.76,5,0.2,47.844,6,2015-09,2015,0.33748,1,1
2015-09-26,2015-10-02,Standard Class,Consumer,United States,Portland,Oregon,West,Technology,Accessories,239.8,5,0.2,47.96,6,2015-09,2015,0.19999,1,1
2015-09-26,2015-10-02,Standard Class,Consumer,United States,Portland,Oregon,West,Office Supplies,Paper,31.104,6,0.2,10.8864,6,2015-09,2015,0.34989,1,1
2016-12-18,2016-12-20,Second Class,Corporate,United States,Tamarac,Florida,South,Office Supplies,Binders,254.058,7,0.7,-169.372,2,2016-12,2016,-0.66664,0,1
2016-12-18,2016-12-20,Second Class,Corporate,United States,Tamarac,Florida,South,Office Supplies,Appliances,194.528,2,0.2,24.316,2,2016-12,2016,0.12499,1,1
2016-12-18,2016-12-20,Second Class,Corporate,United States,Tamarac,Florida,South,Office Supplies,Supplies,961.48,5,0.2,-204.3145,2,2016-12,2016,-0.2125,0,1
2016-11-20,2016-11-24,Second Class,Home Office,United States,Columbus,Ohio,East,Office Supplies,Fasteners,19.096,7,0.2,6.6836,4,2016-11,2016,0.34982,1,1
2016-11-20,2016-11-24,Second Class,Home Office,United States,Columbus,Ohio,East,Office Supplies,Labels,18.496,8,0.2,6.2424,4,2016-11,2016,0.33732,1,1
2016-11-20,2016-11-24,Second Class,Home Office,United States,Columbus,Ohio,East,Technology,Accessories,255.984,2,0.2,54.3966,4,2016-11,2016,0.21249,1,1
